"table_name","column_name","attribute","type","original_id","original_row"
"CAD_Secao_Logradouro","secao_d",NULL,"integer",39,"{""id"":39,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721628.5935513811,7703786.956453433],[721666.5262327937,7703831.954353986],[721687.2417296952,7703864.330892189]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",26,"{""id"":26,""geom"":{""type"":""Point"",""coordinates"":[721320.394295721,7703555.769205481]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":130,""unidade"":1,""inscricao"":""01.01.0003.0130.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",68,"{""id"":68,""geom"":{""type"":""Point"",""coordinates"":[721508.2421790257,7703505.340880892]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":199,""unidade"":6,""inscricao"":""01.01.0002.0199.006"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Secao_Logradouro","secao_d",NULL,"integer",17,"{""id"":17,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721111.8036386117,7703487.679258128],[721145.0033091427,7703538.027518808]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Geocodificacao","proprietario_","Casa de Música UFV","text",38,"{""id"":38,""geom"":{""type"":""Point"",""coordinates"":[721305.5791947119,7703434.304370927]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":336,""unidade"":1,""inscricao"":""01.01.0003.0336.001"",""inscricao_anterior"":null,""proprietario_"":""Casa de Música UFV"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":""Vila Gianetti"",""numero_correspondencia"":2,""\ncomplemento_correspondencia"":""Casa 2"",""bairro_correspondencia"":""Campus UFV"",""cep_correspondencia"":36570900,""ocupacao"":5,""utilizacao"":5,""patrimonio"":2,""imune_isento_iptu"":2,""imune_isento_tsu"":2,""foto"":""https://www.casademusica.ufv.br/wp-content/uploads/nivoslider4wp_files/2_s.jpeg"",""status"":5}"
"CAD_Edificacao","inscricao","01.01.0003.0168.003","text",21,"{""id"":21,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721352.8325276155,7703532.940311426],[721354.7979285765,7703526.870690812],[721362.6927704627,7703529.4271158045],[721365.8388575041,7703527.593264695],[721367.6308407332,7703529.905501122],[721363.1120030493,7703533.407600324],[721361.3588994313,7703536.264151288],[721352.8325276155,7703532.940311426]]]]},""inscricao"":""01.01.0003.0168.003""}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",99,"{""id"":99,""geom"":{""type"":""Point"",""coordinates"":[721157.4281846238,7703495.274209689]},""distrito"":1,""setor"":1,""quadra"":5,""lote"":58,""unidade"":6,""inscricao"":""01.01.0005.0058.006"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","inscricao","01.01.0005.0058.002","text",95,"{""id"":95,""geom"":{""type"":""Point"",""coordinates"":[721198.2646809944,7703461.085515055]},""distrito"":1,""setor"":1,""quadra"":5,""lote"":58,""unidade"":2,""inscricao"":""01.01.0005.0058.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Lote","inscricao_lote","01.01.0003.0110","text",46,"{""id"":46,""geom"":{""type"":""Polygon"",""coordinates"":[[[721280.0805548062,7703548.39994388],[721291.0394100423,7703578.261835319],[721292.0607271753,7703577.911412725],[721309.9905118005,7703571.583253446],[721298.1894659852,7703541.1289416645],[721280.0805548062,7703548.39994388]]]},""inscricao_lote"":""01.01.0003.0110""}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",51,"{""id"":51,""geom"":{""type"":""Point"",""coordinates"":[721382.5037576427,7703422.148390612]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":1024,""unidade"":1,""inscricao"":""01.01.0002.1024.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",47,"{""id"":47,""geom"":{""type"":""Point"",""coordinates"":[721232.4533756297,7703450.449032282]},""distrito"":1,""setor"":1,""quadra"":5,""lote"":74,""unidade"":2,""inscricao"":""01.01.0005.0074.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Secao_Logradouro","nome_logradouro",NULL,"text",18,"{""id"":18,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721145.0033091427,7703538.027518808],[721118.1143197869,7703547.6307292925],[721088.6187447284,7703553.392655582],[721065.2966621239,7703557.233939776]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Edificacao","inscricao","01.01.0002.1024.001","text",132,"{""id"":132,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721379.6600646919,7703418.898780252],[721391.9612692904,7703408.032174265],[721397.1489081758,7703413.904680123],[721384.967786279,7703424.665207766],[721379.6600646919,7703418.898780252]]]]},""inscricao"":""01.01.0002.1024.001""}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",18,"{""id"":18,""geom"":{""type"":""Point"",""coordinates"":[721243.9706901578,7703583.549345438]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":52,""unidade"":1,""inscricao"":""01.01.0003.0052.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Edificacao","inscricao","01.01.0002.0315.001","text",99,"{""id"":99,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721625.4364757232,7703602.848952233],[721627.7271967141,7703594.570206196],[721622.8644381193,7703592.962682693],[721625.1149710227,7703585.166193707],[721628.9868269288,7703586.283842835],[721628.1756371036,7703589.094036157],[721630.3521218884,7703589.722299807],[721632.4742642426,7703582.370592369],[721640.7067385825,7703584.7469767155],[721634.7111316936,7703605.517471999],[721625.4364757232,7703602.848952233]]]]},""inscricao"":""01.01.0002.0315.001""}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",24,"{""id"":24,""geom"":{""type"":""Point"",""coordinates"":[721300.7357963052,7703564.316379138]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":110,""unidade"":1,""inscricao"":""01.01.0003.0110.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Secao_Logradouro","nome_logradouro",NULL,"text",60,"{""id"":60,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721513.4236199321,7703703.134144778],[721498.9262557894,7703693.307510972]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Secao_Logradouro","tipo",NULL,"text",40,"{""id"":40,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721687.2417296952,7703864.330892189],[721693.9639770341,7703872.699404183]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Secao_Logradouro","secao_e",NULL,"integer",54,"{""id"":54,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721542.3704401057,7703783.389546678],[721510.2682793443,7703786.9564534305],[721449.0821096881,7703791.620869951],[721403.3982655276,7703796.9712300785],[721358.949119858,7703801.224080435],[721330.9626207327,7703804.242232302],[721313.4024644188,7703806.437251841],[721304.2108200982,7703810.004158592],[721284.7300216875,7703822.213954779],[721274.8524337608,7703838.539412603],[721275.2639999244,7703844.02696145]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",102,"{""id"":102,""geom"":{""type"":""Point"",""coordinates"":[721177.205394785,7703527.800953896]},""distrito"":1,""setor"":1,""quadra"":5,""lote"":550,""unidade"":1,""inscricao"":""01.01.0005.0550.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Edificacao","inscricao","01.01.0003.0074.002","text",8,"{""id"":8,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721259.7794630048,7703572.783035315],[721255.2320647036,7703560.643794087],[721261.6903268553,7703558.224508583],[721264.1024184442,7703564.663566639],[721265.8065323362,7703569.212684233],[721262.5832483178,7703570.4201366585],[721263.0377510301,7703571.633427798],[721259.7794630048,7703572.783035315]]]]},""inscricao"":""01.01.0003.0074.002""}"
"CAD_Edificacao","inscricao","01.01.0004.0141.002","text",70,"{""id"":70,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721506.7811472028,7703633.000064928],[721512.0859747607,7703614.513544651],[721526.2052903214,7703618.565174334],[721527.0763953358,7703615.529505344],[721530.7980925835,7703616.597470641],[721525.1270091737,7703632.889547686],[721510.0966644264,7703628.629610405],[721508.7133519008,7703633.5103546],[721506.7811472028,7703633.000064928]]]]},""inscricao"":""01.01.0004.0141.002""}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",28,"{""id"":28,""geom"":{""type"":""Point"",""coordinates"":[721338.7232347897,7703552.825178998]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":152,""unidade"":1,""inscricao"":""01.01.0003.0152.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",59,"{""id"":59,""geom"":{""type"":""Point"",""coordinates"":[721435.306297136,7703505.910692469]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":113,""unidade"":1,""inscricao"":""01.01.0002.0113.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Secao_Logradouro","codigo",NULL,"integer",42,"{""id"":42,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721713.1703980024,7703894.786788297],[721738.9618775886,7703928.26083627],[721746.5072572548,7703942.391274554]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Edificacao","inscricao","01.01.0002.0219.001","text",111,"{""id"":111,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721530.2258727821,7703548.602569285],[721534.8148500305,7703533.268302125],[721539.3175403283,7703534.615790278],[721534.7361684802,7703549.924643664],[721530.2258727821,7703548.602569285]]]]},""inscricao"":""01.01.0002.0219.001""}"
"CAD_Edificacao","inscricao","01.01.0003.0090.001","text",10,"{""id"":10,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721290.3009838068,7703577.869955449],[721283.2871999859,7703558.678393126],[721274.1209502486,7703562.028307689],[721274.9574808376,7703564.317276004],[721270.5997712204,7703565.909852611],[721273.5820913393,7703574.070267002],[721278.4117940054,7703572.305194943],[721281.5496444467,7703580.891181314],[721290.3009838068,7703577.869955449]]]]},""inscricao"":""01.01.0003.0090.001""}"
"CAD_Edificacao","inscricao","01.01.0002.1024.001","text",130,"{""id"":130,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721363.5683854299,7703418.521265116],[721369.6568806951,7703413.035591164],[721371.1326284979,7703414.673509055],[721373.7380775322,7703412.326025272],[721384.3683887844,7703424.124502597],[721377.3482700696,7703430.449560053],[721370.3387648193,7703422.669779499],[721368.4488342194,7703424.372588257],[721363.5683854299,7703418.521265116]]]]},""inscricao"":""01.01.0002.1024.001""}"
"CAD_Lote","inscricao_lote","01.01.0004.0082","text",134,"{""id"":134,""geom"":{""type"":""Polygon"",""coordinates"":[[[721561.32632082,7703656.751099691],[721555.6137525418,7703675.464685429],[721626.4081517819,7703704.695921244],[721639.8819245405,7703710.17677796],[721641.1950464625,7703706.06613542],[721635.6000052321,7703698.815418725],[721634.9719904002,7703690.365764622],[721636.9131271538,7703682.4299408365],[721643.7884855838,7703660.610226929],[721623.5753894363,7703654.1895963885],[721624.6728992047,7703650.073934756],[721604.9177233732,7703644.449197193],[721586.8088121942,7703639.510403235],[721593.5791265108,7703614.724167771],[721590.660869969,7703613.824287269],[721574.9092991506,7703609.035568799],[721562.2364544064,7703653.769627597],[721561.32632082,7703656.751099691]]]},""inscricao_lote"":""01.01.0004.0082""}"
"CAD_Secao_Logradouro","secao_d",NULL,"integer",47,"{""id"":47,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721578.4510737816,7703803.830666138],[721584.4873775145,7703829.6221457245],[721584.4873775145,7703845.398848662],[721582.0179805328,7703851.846718559],[721578.1766963393,7703857.471456128],[721570.7685053942,7703861.724306486],[721554.1686701288,7703867.349044055],[721548.5320014745,7703868.972162214]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Edificacao","inscricao","01.01.0004.0082.001","text",77,"{""id"":77,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721589.528419488,7703614.161898882],[721584.2637800176,7703631.965221672],[721578.1369376222,7703630.153446607],[721579.413959912,7703625.83496665],[721574.6755280934,7703624.43375995],[721573.8980063895,7703627.063089071],[721570.7066558751,7703626.119371424],[721572.9980975436,7703618.370450362],[721577.9891344951,7703619.846355193],[721580.4994653714,7703611.3572210055],[721589.528419488,7703614.161898882]]]]},""inscricao"":""01.01.0004.0082.001""}"
"CAD_Geocodificacao","inscricao","01.01.0004.0352.002","text",10,"{""id"":10,""geom"":{""type"":""Point"",""coordinates"":[721341.6343490885,7703607.1176289255]},""distrito"":1,""setor"":1,""quadra"":4,""lote"":352,""unidade"":2,""inscricao"":""01.01.0004.0352.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",32,"{""id"":32,""geom"":{""type"":""Point"",""coordinates"":[721353.823241587,7703503.2515717745]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":255,""unidade"":1,""inscricao"":""01.01.0003.0255.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Secao_Logradouro","nome_logradouro",NULL,"text",39,"{""id"":39,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721628.5935513811,7703786.956453433],[721666.5262327937,7703831.954353986],[721687.2417296952,7703864.330892189]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Edificacao","inscricao","01.01.0002.0219.001","text",108,"{""id"":108,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721538.7507708553,7703576.807071487],[721544.0555984132,7703559.285065311],[721537.947213608,7703557.435737801],[721537.3982232615,7703559.249069551],[721533.6074176076,7703558.101394445],[721535.2932443612,7703552.533057593],[721529.7294670148,7703550.84861124],[721527.599253589,7703557.884770737],[721528.8953349056,7703558.277162328],[721527.13624468,7703564.087490648],[721532.2949016257,7703565.649285871],[721529.7547092851,7703574.039618145],[721538.7507708553,7703576.807071487]]]]},""inscricao"":""01.01.0002.0219.001""}"
"CAD_Geocodificacao","proprietario_","Victor Marotta","text",15,"{""id"":15,""geom"":{""type"":""Point"",""coordinates"":[721207.9153512131,7703598.186489918]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":15,""unidade"":1,""inscricao"":""01.01.0003.0015.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Geocodificacao","inscricao","01.01.0002.0299.002","text",82,"{""id"":82,""geom"":{""type"":""Point"",""coordinates"":[721595.2334131551,7703580.366071897]},""distrito"":1,""setor"":1,""quadra"":2,""lote"":299,""unidade"":2,""inscricao"":""01.01.0002.0299.002"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Edificacao","inscricao","01.01.0004.0042.001","text",85,"{""id"":85,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721619.2475102389,7703623.364970932],[721628.2496418523,7703626.137948974],[721624.0031800923,7703639.92356396],[721622.2370666446,7703639.379537943],[721621.4297094216,7703642.000523711],[721617.5817188742,7703640.815205194],[721618.3607088102,7703638.286310329],[721613.3900940996,7703636.755183476],[721612.972105655,7703638.11213147],[721609.1717991882,7703636.941501353],[721611.2233294781,7703630.281460992],[721616.6991332554,7703631.96820412],[721619.2475102389,7703623.364970932]]]]},""inscricao"":""01.01.0004.0042.001""}"
"CAD_Secao_Logradouro","codigo",NULL,"integer",47,"{""id"":47,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721578.4510737816,7703803.830666138],[721584.4873775145,7703829.6221457245],[721584.4873775145,7703845.398848662],[721582.0179805328,7703851.846718559],[721578.1766963393,7703857.471456128],[721570.7685053942,7703861.724306486],[721554.1686701288,7703867.349044055],[721548.5320014745,7703868.972162214]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Secao_Logradouro","nome_logradouro",NULL,"text",72,"{""id"":72,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721395.3118591523,7703529.382153003],[721395.0426894198,7703529.57986584],[721394.74227016,7703529.808664478],[721394.4458671791,7703530.042642728],[721394.1535697695,7703530.281730104],[721393.8654659868,7703530.525854578],[721393.581642623,7703530.774942609],[721393.302185181,7703531.028919157],[721393.027177848,7703531.287707711],[721392.7567034712,7703531.5512303095],[721392.4908435317,7703531.819407566],[721392.2296781205,7703532.092158692],[721391.9732859147,7703532.36940152],[721391.7217441533,7703532.651052529],[721391.475128614,7703532.937026871],[721391.2335135905,7703533.227238396],[721390.9969718702,7703533.521599676],[721390.765574712,7703533.820022034],[721390.539391825,7703534.12241557],[721390.3184913475,7703534.4286891855],[721390.1029398266,7703534.738750616],[721389.8928021978,7703535.052506453],[721389.6881417658,7703535.369862178],[721389.4890201851,7703535.690722187],[721389.2954974418,7703536.0149898175],[721389.1076318353,7703536.342567385],[721388.9254799605,7703536.673356204],[721388.7490966915,7703537.007256625],[721388.5785351642,7703537.3441680595],[721388.4138467609,7703537.68398901],[721388.2550810943,7703538.026617105],[721388.1022859934,7703538.371949128],[721387.9555074879,7703538.719881045],[721387.8147897954,7703539.070308041],[721387.6801753077,7703539.423124549],[721387.5517045775,7703539.778224282],[721387.4294163075,7703540.135500264],[721387.3133473371,7703540.494844866],[721387.2035326324,7703540.856149834],[721387.1000052757,7703541.219306322],[721387.0027964547,7703541.584204929],[721386.9119354541,7703541.950735729],[721386.8274496458,7703542.318788303],[721386.7493644818,7703542.688251773],[721386.6777034851,7703543.059014838],[721386.6124882441,7703543.430965804],[721386.5537384049,7703543.803992619],[721386.5014716662,7703544.177982909],[721386.4557037735,7703544.552824006],[721386.4164485144,7703544.928402991],[721386.3837177149,7703545.304606717],[721386.3575212352,7703545.681321852],[721386.337866967,7703546.05843491],[721386.3247608311,7703546.435832283],[721386.318206776,7703546.813400282],[721386.318206776,7703547.19102516],[721386.3247608311,7703547.568593158],[721386.337866967,7703547.945990532],[721386.3575212352,7703548.32310359],[721386.3837177149,7703548.699818725],[721386.4164485144,7703549.076022451],[721386.4557037735,7703549.451601435],[721386.5014716662,7703549.826442533],[721386.5537384049,7703550.200432823],[721386.6124882441,7703550.573459638],[721386.6777034851,7703550.945410604],[721386.7493644818,7703551.316173669],[721386.8274496458,7703551.685637139],[721386.9119354541,7703552.053689713],[721387.0027964547,7703552.420220513],[721387.1000052757,7703552.78511912],[721387.2035326324,7703553.148275608],[721387.3133473371,7703553.509580576],[721387.4294163075,7703553.8689251775],[721387.5517045775,7703554.22620116],[721387.6801753077,7703554.581300893],[721387.8147897954,7703554.934117401],[721387.8158541458,7703554.936767936]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":2,""secao_e"":null,""secao_d"":null}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",79,"{""id"":79,""geom"":{""type"":""Point"",""coordinates"":[721537.6824438511,7703627.470495618]},""distrito"":1,""setor"":1,""quadra"":4,""lote"":121,""unidade"":1,""inscricao"":""01.01.0004.0121.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Secao_Logradouro","secao_d",NULL,"integer",30,"{""id"":30,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721656.7172392278,7703752.2477069665],[721632.5257425898,7703757.190959798]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Geocodificacao","cpf","25.944.455/0001-96","text",35,"{""id"":35,""geom"":{""type"":""Point"",""coordinates"":[721242.3217523998,7703519.306582763]},""distrito"":1,""setor"":1,""quadra"":3,""lote"":294,""unidade"":1,""inscricao"":""01.01.0003.0294.001"",""inscricao_anterior"":null,""proprietario_"":""Victor Marotta"",""cpf"":""25.944.455/0001-96"",""logradouro_correspondencia"":null,""numero_correspondencia"":null,""\ncomplemento_correspondencia"":null,""bairro_correspondencia"":null,""cep_correspondencia"":null,""ocupacao"":null,""utilizacao"":null,""patrimonio"":null,""imune_isento_iptu"":null,""imune_isento_tsu"":null,""foto"":null,""status"":1}"
"CAD_Secao_Logradouro","codigo",NULL,"integer",60,"{""id"":60,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721513.4236199321,7703703.134144778],[721498.9262557894,7703693.307510972]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Secao_Logradouro","secao_d",NULL,"integer",52,"{""id"":52,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721217.0959821343,7703839.774111092],[721212.4315656135,7703826.878371299],[721212.9803204983,7703813.982631506],[721221.2116437705,7703801.635646598],[721241.3783857872,7703787.368019593],[721264.9748458341,7703770.493806886],[721283.90688936,7703758.695576862],[721301.0554795103,7703752.79646185],[721322.456920018,7703749.503932542],[721373.0795581416,7703744.83951602],[721431.2475759315,7703739.763533336],[721452.9233938815,7703739.351967173],[721486.6718192974,7703751.56176336],[721506.701372593,7703762.811238498],[721542.3704401057,7703783.389546678]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Secao_Logradouro","codigo",NULL,"integer",49,"{""id"":49,""geom"":{""type"":""MultiLineString"",""coordinates"":[[[721353.5987597308,7703856.648323802],[721424.3881398714,7703848.41700053],[721506.701372593,7703840.322865979],[721524.3987176281,7703841.6947531905],[721537.4316461424,7703848.279811809],[721548.5320014745,7703868.972162214]]]},""tipo"":null,""nome_logradouro"":null,""codigo"":null,""secao_e"":null,""secao_d"":null}"
"CAD_Edificacao","inscricao",".002","text",162,"{""id"":162,""geom"":{""type"":""MultiPolygon"",""coordinates"":[[[[721234.3798452606,7703353.544089685],[721241.7757462838,7703364.364938162],[721233.8934817571,7703369.752357495],[721229.8945506909,7703363.901572445],[721233.6513133886,7703361.33387684],[721230.2409783032,7703356.344259065],[721234.3798452606,7703353.544089685]]]]},""inscricao"":"".002""}"
